,"Population, tract total","Low access, low-income population at 1/2 mile, share","Housing units, total",Low access tract at 1 mile for urban areas and 20 miles for rural areas,Low access tract at 10 miles,"Low access, low-income population at 1 mile, share",Low access tract at 1/2 mile for urban areas and 10 miles for rural areas,"Low access, population at 1 mile, share",Low access tract at 1/2 mile,"Low access, population at 1 mile, number","Low access, low-income population at 1 mile, number","Low access, population at 1/2 mile, number",Low access tract at 1 mile,"Low access, population at 1/2 mile, share",Low income tract,Low access tract at 1 mile for urban areas and 10 miles for rural areas,#N/A,Urban tract,#N/A,#N/A,"Low access, low-income population at 1/2 mile, number",Low income and low access tract measured at 1 mile for urban areas and 10 miles for rural areas,Low access tract at 20 miles,Low income and low access tract measured at 1/2 mile for urban areas and 10 miles for rural areas
,POP2010,lalowihalfshare,OHU2010,LA1and20,LATracts10,lalowi1share,LAhalfand10,lapop1share,LATracts_half,lapop1,lalowi1,lapophalf,LATracts1,lapophalfshare,LowIncomeTracts,LA1and10,GEOID10,Urban,NAME10,PLNG_REGION,lalowihalf,LILATracts_1And10,LATracts20,LILATracts_halfAnd10
218,5076,0.2093468,1848,1,0,0.05643108,1,0.24475968,1,1242.400122,286.4441558,3201.116101,1,0.63063753,1,1,13063040512,1,405.12,ARC 10,1062.644364,1,0,1
220,4680,0.13553007,1839,1,0,0.13553007,1,1.00000001,1,4680.000067,634.2807203,4680.000067,1,1.00000001,0,1,13063040614,1,406.14,ARC 10,634.2807203,0,0,0
222,6891,0.14559158,1840,0,0,0.00225886,1,0.01352262,1,93.18439388,15.56579092,3106.382492,0,0.45078835,1,0,13063040612,1,406.12,ARC 10,1003.271561,0,0,1
223,6283,0.27213489,2438,1,0,0.20137081,1,0.73557707,1,4621.630702,1265.212829,6141.514398,1,0.9774812,0,1,13063040609,1,406.09,ARC 10,1709.823499,0,0,0
224,7227,0.30958072,2829,1,0,0.15019379,1,0.37337801,1,2698.402903,1085.450488,6168.362241,1,0.85351629,1,1,13063040412,1,404.12,ARC 10,2237.339898,1,0,1
225,6718,0.36768482,2334,1,0,0.1076509,1,0.21154964,1,1421.190479,723.198748,5565.077136,1,0.82838302,1,1,13063040413,1,404.13,ARC 10,2470.106642,1,0,1
226,7996,0.26302593,2827,1,0,0.20894366,1,0.8416687,1,6729.98291,1670.713474,7908.927183,1,0.98911045,0,1,13063040613,1,406.13,ARC 10,2103.1553,0,0,0
227,7423,0.29280038,2581,0,0,0.02426816,1,0.05372107,1,398.7714876,180.1425609,4592.450294,0,0.61867847,1,0,13063040408,1,404.08,ARC 10,2173.457241,0,0,1
228,5716,0.33883347,1918,1,0,0.32543434,1,0.95056638,1,5433.437436,1860.1827,5715.999999,1,1,0,1,13063040409,1,404.09,ARC 10,1936.772095,0,0,0
229,7058,0.47170954,2283,1,0,0.13277349,1,0.26411722,1,1864.139308,937.1152761,6092.853829,1,0.86325501,1,1,13063040410,1,404.1,ARC 10,3329.325924,1,0,1
230,6953,0.16529133,2224,1,0,0.02631725,1,0.15349004,1,1067.216258,182.9838302,2782.668183,1,0.40021116,1,1,13063040303,1,403.03,ARC 10,1149.270637,1,0,1
231,4829,0.41812965,1608,0,0,0.00386249,1,0.00512492,1,24.74823046,18.65195656,3103.526388,0,0.64268511,1,0,13063040302,1,403.02,ARC 10,2019.148077,0,0,1
232,6671,0.51779902,2491,1,0,0.28733633,1,0.48260154,1,3219.434867,1916.82068,5950.178812,1,0.89194706,1,1,13063040611,1,406.11,ARC 10,3454.237293,1,0,1
233,3622,0.33249543,1271,1,0,0.13562382,1,0.37836115,1,1370.424069,491.2294706,2990.355297,1,0.82560886,1,1,13063040407,1,404.07,ARC 10,1204.298454,1,0,1
234,3402,0.19259759,1180,0,0,0.00099997,1,0.0020071,1,6.82816696,3.40190037,1586.488524,0,0.46633995,1,0,13063040510,1,405.1,ARC 10,655.2170082,0,0,1
235,7208,0.42682002,2609,1,0,0.24147641,1,0.55590694,1,4006.977243,1740.561976,6727.546001,1,0.93334434,1,1,13063040514,1,405.14,ARC 10,3076.518695,1,0,1
236,4428,0.29608186,1324,0,0,0.01909381,1,0.02790468,1,123.5619278,84.54737854,2764.813684,0,0.62439333,1,0,13063040307,1,403.07,ARC 10,1311.050473,0,0,1
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13063980000,1,9800,ARC 10,0,0,0,0
238,7446,0.35541758,2357,1,0,0.28679292,1,0.75445716,1,5617.688005,2135.460119,7318.328859,1,0.98285373,1,1,13063040622,1,406.22,ARC 10,2646.439266,1,0,1
239,9202,0.23425921,3024,1,0,0.11696635,1,0.41943737,1,3859.662638,1076.324343,7175.395717,1,0.7797648,0,1,13063040621,1,406.21,ARC 10,2155.653289,0,0,0
240,3001,0.40845302,956,1,0,0.24941246,1,0.55462952,1,1664.443196,748.4867797,2725.793458,1,0.90829505,1,1,13063040619,1,406.19,ARC 10,1225.767499,1,0,1
241,2802,0.07038542,1024,0,0,0,0,0,0,0,0,405.6757926,0,0.1447808,1,0,13063040523,1,405.23,ARC 10,197.2199367,0,0,0
242,4926,0.27999411,1713,0,0,0.0302418,1,0.0815905,1,401.9148029,148.9710832,3124.794099,0,0.63434716,1,0,13063040522,1,405.22,ARC 10,1379.251008,0,0,1
243,3792,0.19749037,1645,0,0,0.02503909,1,0.06663627,1,252.6847534,94.94821167,2512.549949,0,0.66259229,1,0,13063040520,1,405.2,ARC 10,748.8834985,0,0,1
244,4147,0.32033369,1990,0,0,0,1,0,1,0,0,2697.893511,0,0.65056511,1,0,13063040519,1,405.19,ARC 10,1328.423831,0,0,1
245,5132,0.43447006,1848,1,0,0.41571522,1,0.957017,1,4911.411245,2133.450528,5132.000053,1,1.00000001,1,1,13063040417,1,404.17,ARC 10,2229.700372,1,0,1
